level,trim_-5.0,trim_-4.0,trim_-3.0,trim_-2.0,trim_-1.0,trim_0.0,trim_1.0,trim_2.0
813,1300.5,1303.3,1306.2,1309.1,1312,1314.9,1317.8,1320.6
814,1302.1,1305,1307.9,1310.8,1313.7,1316.6,1319.4,1322.3
815,1303.8,1306.7,1309.6,1312.5,1315.3,1318.2,1321.1,1323.9
816,1305.5,1308.4,1311.2,1314.1,1317,1319.9,1322.7,1325.6
817,1307.1,1310,1312.9,1315.8,1318.6,1321.5,1324.4,1327.2
818,1308.8,1311.7,1314.5,1317.4,1320.3,1323.2,1326,1328.8
819,1310.5,1313.3,1316.2,1319.1,1321.9,1324.8,1327.6,1330.5
820,1312.1,1315,1317.8,1320.7,1323.6,1326.4,1329.3,1332.1
821,1313.8,1316.6,1319.5,1322.4,1325.2,1328.1,1330.9,1333.7
822,1315.4,1318.3,1321.1,1324,1326.8,1329.7,1332.5,1335.3
823,1317.1,1319.9,1322.8,1325.6,1328.5,1331.3,1334.1,1336.9
824,1318.7,1321.6,1324.4,1327.3,1330.1,1332.9,1335.7,1338.5
825,1320.4,1323.2,1326.1,1328.9,1331.7,1334.5,1337.4,1340.2
826,1322,1324.9,1327.7,1330.5,1333.4,1336.2,1339,1341.8
827,1323.7,1326.5,1329.3,1332.2,1335,1337.8,1340.6,1343.4
828,1325.3,1328.1,1331,1333.8,1336.6,1339.4,1342.2,1345
829,1326.9,1329.8,1332.6,1335.4,1338.2,1341,1343.8,1346.6
830,1328.6,1331.4,1334.2,1337,1339.8,1342.6,1345.4,1348.2
831,1330.2,1333,1335.8,1338.6,1341.4,1344.2,1347,1349.8
832,1331.8,1334.6,1337.4,1340.2,1343,1345.8,1348.6,1351.3
833,1333.4,1336.3,1339.1,1341.9,1344.6,1347.4,1350.2,1352.9
834,1335.1,1337.9,1340.7,1343.5,1346.2,1349,1351.7,1354.5
835,1336.7,1339.5,1342.3,1345.1,1347.8,1350.6,1353.3,1356.1
836,1338.3,1341.1,1343.9,1346.7,1349.4,1352.2,1354.9,1357.7
837,1339.9,1342.7,1345.5,1348.3,1351,1353.8,1356.5,1359.3
838,1341.5,1344.3,1347.1,1349.8,1352.6,1355.3,1358.1,1360.8
839,1343.1,1345.9,1348.7,1351.4,1354.2,1356.9,1359.6,1362.4
840,1344.7,1347.5,1350.3,1353,1355.8,1358.5,1361.2,1364
841,1346.3,1349.1,1351.9,1354.6,1357.3,1360.1,1362.8,1365.5
842,1347.9,1350.7,1353.4,1356.2,1358.9,1361.6,1364.4,1367.1
843,1349.5,1352.3,1355,1357.8,1360.5,1363.2,1365.9,1368.6
844,1351.1,1353.9,1356.6,1359.3,1362,1364.8,1367.5,1370.2
845,1352.7,1355.4,1358.2,1360.9,1363.6,1366.3,1369,1371.8
846,1354.3,1357,1359.7,1362.5,1365.2,1367.9,1370.6,1373.3
847,1355.8,1358.6,1361.3,1364,1366.7,1369.4,1372.1,1374.8
848,1357.4,1360.2,1362.9,1365.6,1368.3,1371,1373.7,1376.4
849,1359,1361.7,1364.4,1367.1,1369.8,1372.5,1375.2,1377.9
850,1360.5,1363.3,1366,1368.7,1371.4,1374.1,1376.8,1379.5
851,1362.1,1364.8,1367.6,1370.2,1372.9,1375.6,1378.3,1381
852,1363.7,1366.4,1369.1,1371.8,1374.5,1377.2,1379.9,1382.5
853,1365.2,1367.9,1370.7,1373.3,1376,1378.7,1381.4,1384.1
854,1366.8,1369.5,1372.2,1374.9,1377.6,1380.2,1382.9,1385.6
855,1368.3,1371,1373.7,1376.4,1379.1,1381.8,1384.4,1387.1
856,1369.9,1372.6,1375.3,1378,1380.6,1383.3,1386,1388.6
857,1371.4,1374.1,1376.8,1379.5,1382.2,1384.8,1387.5,1390.1
858,1373,1375.6,1378.3,1381,1383.7,1386.3,1389,1391.6
859,1374.5,1377.2,1379.8,1382.5,1385.2,1387.9,1390.5,1393.1
860,1376,1378.7,1381.4,1384,1386.7,1389.4,1392,1394.6
861,1377.5,1380.2,1382.9,1385.6,1388.2,1390.9,1393.5,1396.1
862,1379.1,1381.7,1384.4,1387.1,1389.7,1392.4,1395,1397.6
863,1380.6,1383.3,1385.9,1388.6,1391.2,1393.9,1396.5,1399.1
864,1382.1,1384.8,1387.4,1390.1,1392.7,1395.4,1398,1400.6
865,1383.6,1386.3,1388.9,1391.6,1394.2,1396.9,1399.5,1402.1
866,1385.1,1387.8,1390.4,1393.1,1395.7,1398.4,1401,1403.6
867,1386.6,1389.3,1391.9,1394.6,1397.2,1399.9,1402.5,1405
868,1388.2,1390.8,1393.4,1396.1,1398.7,1401.3,1403.9,1406.5
869,1389.7,1392.3,1394.9,1397.6,1400.2,1402.8,1405.4,1408
870,1391.2,1393.8,1396.4,1399.1,1401.7,1404.3,1406.9,1409.4
871,1392.7,1395.3,1397.9,1400.5,1403.2,1405.8,1408.3,1410.9
872,1394.1,1396.8,1399.4,1402,1404.6,1407.2,1409.8,1412.3
873,1395.6,1398.2,1400.9,1403.5,1406.1,1408.7,1411.3,1413.8
874,1397.1,1399.7,1402.4,1405,1407.6,1410.1,1412.7,1415.2
875,1398.6,1401.2,1403.8,1406.4,1409,1411.6,1414.2,1416.7
876,1400.1,1402.7,1405.3,1407.9,1410.5,1413.1,1415.6,1418.1
877,1401.6,1404.2,1406.8,1409.4,1411.9,1414.5,1417,1419.6
878,1403.1,1405.6,1408.2,1410.8,1413.4,1415.9,1418.5,1421
879,1404.6,1407.1,1409.7,1412.3,1414.8,1417.4,1419.9,1422.4
880,1406,1408.6,1411.2,1413.7,1416.3,1418.8,1421.3,1423.9
881,1407.5,1410.1,1412.6,1415.2,1417.7,1420.3,1422.8,1425.3
882,1409,1411.5,1414.1,1416.6,1419.2,1421.7,1424.2,1426.7
883,1410.4,1413,1415.5,1418.1,1420.6,1423.1,1425.6,1428.1
884,1411.9,1414.4,1417,1419.5,1422,1424.5,1427,1429.5
885,1413.3,1415.9,1418.4,1420.9,1423.5,1426,1428.5,1430.9
886,1414.8,1417.3,1419.9,1422.4,1424.9,1427.4,1429.9,1432.3
887,1416.3,1418.8,1421.3,1423.8,1426.3,1428.8,1431.3,1433.7
888,1417.7,1420.2,1422.7,1425.2,1427.7,1430.2,1432.7,1435.1
889,1419.1,1421.7,1424.2,1426.7,1429.1,1431.6,1434.1,1436.5
890,1420.6,1423.1,1425.6,1428.1,1430.5,1433,1435.5,1437.9
891,1422,1424.5,1427,1429.5,1432,1434.4,1436.9,1439.3
892,1423.5,1426,1428.5,1430.9,1433.4,1435.8,1438.2,1440.7
893,1424.9,1427.4,1429.9,1432.3,1434.8,1437.2,1439.6,1442
894,1426.3,1428.8,1431.3,1433.7,1436.2,1438.6,1441,1443.4
895,1427.7,1430.2,1432.7,1435.1,1437.6,1440,1442.4,1444.8
896,1429.2,1431.6,1434.1,1436.5,1439,1441.4,1443.8,1446.2
897,1430.6,1433,1435.5,1437.9,1440.3,1442.8,1445.1,1447.5
898,1432,1434.5,1436.9,1439.3,1441.7,1444.1,1446.5,1448.9
899,1433.4,1435.9,1438.3,1440.7,1443.1,1445.5,1447.9,1450.2
900,1434.8,1437.2,1439.7,1442.1,1444.5,1446.9,1449.2,1451.6
901,1436.2,1438.6,1441.1,1443.5,1445.9,1448.2,1450.6,1452.9
902,1437.6,1440,1442.4,1444.8,1447.2,1449.6,1452,1454.3
903,1439,1441.4,1443.8,1446.2,1448.6,1451,1453.3,1455.6
904,1440.3,1442.8,1445.2,1447.6,1450,1452.3,1454.7,1457
905,1441.7,1444.2,1446.6,1449,1451.3,1453.7,1456,1458.3
906,1443.1,1445.5,1447.9,1450.3,1452.7,1455,1457.3,1459.6
907,1444.5,1446.9,1449.3,1451.7,1454,1456.4,1458.7,1461
908,1445.8,1448.3,1450.6,1453,1455.4,1457.7,1460,1462.3
909,1447.2,1449.6,1452,1454.4,1456.7,1459,1461.3,1463.6
910,1448.6,1451,1453.3,1455.7,1458.1,1460.4,1462.7,1464.9
911,1449.9,1452.3,1454.7,1457.1,1459.4,1461.7,1464,1466.2
912,1451.3,1453.7,1456,1458.4,1460.7,1463,1465.3,1467.5
913,1452.6,1455,1457.4,1459.7,1462.1,1464.3,1466.6,1468.8
914,1454,1456.3,1458.7,1461.1,1463.4,1465.7,1467.9,1470.1
915,1455.3,1457.7,1460,1462.4,1464.7,1467,1469.2,1471.3
916,1456.6,1459,1461.4,1463.7,1466,1468.3,1470.5,1472.6
917,1458,1460.3,1462.7,1465,1467.3,1469.6,1471.8,1473.9
918,1459.3,1461.6,1464,1466.3,1468.6,1470.9,1473,1475.2
919,1460.6,1463,1465.3,1467.6,1469.9,1472.2,1474.3,1476.4
920,1461.9,1464.3,1466.6,1468.9,1471.2,1473.4,1475.6,1477.7
921,1463.2,1465.6,1467.9,1470.2,1472.5,1474.7,1476.9,1479
922,1464.6,1466.9,1469.2,1471.5,1473.8,1476,1478.1,1480.2
923,1465.9,1468.2,1470.5,1472.8,1475.1,1477.3,1479.4,1481.5
924,1467.2,1469.5,1471.8,1474.1,1476.3,1478.5,1480.6,1482.7
925,1468.5,1470.8,1473.1,1475.4,1477.6,1479.8,1481.9,1483.9
926,1469.8,1472.1,1474.4,1476.6,1478.9,1481,1483.1,1485.2
927,1471.1,1473.4,1475.6,1477.9,1480.1,1482.3,1484.3,1486.4
928,1472.4,1474.6,1476.9,1479.2,1481.4,1483.5,1485.6,1487.6
929,1473.6,1475.9,1478.2,1480.4,1482.6,1484.7,1486.8,1488.9
930,1474.9,1477.2,1479.5,1481.7,1483.9,1486,1488,1490.1
931,1476.2,1478.5,1480.7,1482.9,1485.1,1487.2,1489.2,1491.3
932,1477.5,1479.7,1482,1484.2,1486.3,1488.4,1490.5,1492.5
933,1478.7,1481,1483.2,1485.4,1487.5,1489.6,1491.7,1493.7
934,1480,1482.3,1484.5,1486.7,1488.8,1490.8,1492.9,1494.9
935,1481.3,1483.5,1485.7,1487.9,1490,1492,1494.1,1496.1
936,1482.5,1484.8,1487,1489.1,1491.2,1493.2,1495.3,1497.3
937,1483.8,1486,1488.2,1490.4,1492.4,1494.4,1496.5,1498.5
938,1485,1487.2,1489.4,1491.6,1493.6,1495.6,1497.7,1499.6
939,1486.3,1488.5,1490.7,1492.8,1494.8,1496.8,1498.8,1500.8
940,1487.5,1489.7,1491.9,1494,1496,1498,1500,1502
941,1488.7,1490.9,1493.1,1495.2,1497.2,1499.2,1501.2,1503.2
942,1489.9,1492.1,1494.3,1496.4,1498.4,1500.4,1502.4,1504.4
943,1491.2,1493.4,1495.5,1497.6,1499.6,1501.6,1503.5,1505.6
944,1492.4,1494.6,1496.7,1498.7,1500.8,1502.7,1504.7,1506.7
945,1493.6,1495.8,1497.9,1499.9,1501.9,1503.9,1505.9,1507.9
946,1494.8,1497,1499.1,1501.1,1503.1,1505.1,1507,1509.1
947,1496,1498.2,1500.3,1502.3,1504.3,1506.2,1508.2,1510.2
948,1497.2,1499.4,1501.4,1503.4,1505.4,1507.4,1509.4,1511.4
949,1498.4,1500.5,1502.6,1504.6,1506.6,1508.5,1510.5,1512.5
950,1499.6,1501.7,1503.8,1505.8,1507.7,1509.7,1511.7,1513.7
951,1500.8,1502.9,1504.9,1506.9,1508.9,1510.8,1512.8,1514.8
952,1501.9,1504.1,1506.1,1508.1,1510,1511.9,1514,1516
953,1503.1,1505.2,1507.2,1509.2,1511.1,1513.1,1515.1,1517.1
954,1504.3,1506.4,1508.4,1510.3,1512.3,1514.2,1516.2,1518.2
955,1505.5,1507.5,1509.5,1511.5,1513.4,1515.4,1517.4,1519.3
956,1506.6,1508.6,1510.6,1512.6,1514.5,1516.5,1518.5,1520.5
957,1507.7,1509.8,1511.8,1513.7,1515.6,1517.6,1519.6,1521.6
958,1508.9,1510.9,1512.9,1514.8,1516.8,1518.7,1520.7,1522.7
959,1510,1512,1514,1516,1517.8,1519.9,1521.8,1523.8
960,1511.1,1513.2,1515.1,1517.1,1519,1521,1522.9,1524.9
961,1512.2,1514.2,1516.2,1518.2,1520.1,1522.1,1524,1526
962,1513.3,1515.3,1517.3,1519.3,1521.2,1523.2,1525.1,1527.1
963,1514.4,1516.4,1518.4,1520.4,1522.3,1524.3,1526.2,1528.1
964,1515.4,1517.5,1519.5,1521.4,1523.4,1525.4,1527.3,1529.2
965,1516.5,1518.6,1520.6,1522.5,1524.5,1526.5,1528.4,1530.3
966,1517.6,1519.6,1521.6,1523.6,1525.6,1527.5,1529.5,1531.3
967,1518.7,1520.7,1522.7,1524.7,1526.7,1528.6,1530.5,1532.4
968,1519.8,1521.8,1523.8,1525.7,1527.7,1529.7,1531.6,1533.4
969,1520.8,1522.8,1524.8,1526.8,1528.8,1530.8,1532.7,1534.5
970,1521.9,1523.9,1525.8,1527.9,1529.9,1531.8,1533.7,1535.5
971,1522.9,1524.9,1526.9,1528.9,1530.9,1532.9,1534.8,1536.5
972,1524,1526,1527.9,1529.9,1532,1533.9,1535.8,1537.6
973,1525,1527,1528.9,1531,1533,1535,1536.8,1538.6
974,1526.1,1528,1530,1532,1534,1536,1537.8,1539.6
975,1527.1,1529.1,1531,1533,1535,1537,1538.9,1540.6
976,1528.1,1530.1,1532.1,1534.1,1536.1,1538,1539.9,1541.6
977,1529.2,1531.1,1533.1,1535.1,1537.1,1539,1540.9,1542.6
978,1530.2,1532.1,1534.1,1536.1,1538.1,1540,1541.9,1543.6
979,1531.2,1533.1,1535.1,1537.1,1539.1,1541,1542.8,1544.5
980,1532.2,1534.1,1536.1,1538.1,1540.1,1542,1543.8,1545.5
981,1533.2,1535.1,1537.1,1539.1,1541.1,1542.9,1544.7,1546.5
982,1534.2,1536.2,1538.1,1540.1,1542,1543.9,1545.7,1547.4
983,1535.2,1537.2,1539.1,1541.1,1543,1544.9,1546.6,1548.4
984,1536.2,1538.2,1540.1,1542.1,1544,1545.8,1547.6,1549.3
985,1537.2,1539.2,1541.1,1543.1,1545,1546.8,1548.5,1550.2
986,1538.2,1540.1,1542.1,1544,1545.9,1547.7,1549.4,1551.1
987,1539.1,1541.1,1543.1,1545,1546.9,1548.7,1550.4,1552
988,1540.1,1542.1,1544.1,1546,1547.8,1549.6,1551.3,1553
989,1541.2,1543.1,1545,1546.9,1548.8,1550.5,1552.2,1553.9
990,1542.2,1544.1,1546,1547.9,1549.7,1551.4,1553.1,1554.8
991,1543.2,1545,1546.9,1548.8,1550.6,1552.3,1554,1555.7
992,1544.2,1546,1547.9,1549.8,1551.5,1553.3,1554.9,1556.6
993,1545.2,1547,1548.8,1550.7,1552.5,1554.2,1555.8,1557.5
994,1546.2,1548,1549.8,1551.6,1553.4,1555.1,1556.7,1558.3
995,1547.2,1549,1550.7,1552.5,1554.3,1555.9,1557.6,1559.2
996,1548.2,1549.9,1551.7,1553.4,1555.2,1556.8,1558.5,1560.1
997,1549.2,1550.9,1552.7,1554.3,1556.1,1557.7,1559.3,1560.9
998,1550.1,1551.9,1553.6,1555.2,1556.9,1558.6,1560.2,1561.8
999,1551.1,1552.9,1554.6,1556.2,1557.8,1559.5,1561.1,1562.7
1000,1552.1,1553.8,1555.5,1557.1,1558.7,1560.3,1561.9,1563.5
1001,1553,1554.8,1556.4,1558,1559.6,1561.2,1562.8,1564.3
1002,1554,1555.7,1557.4,1558.9,1560.5,1562,1563.6,1565.2
1003,1554.9,1556.7,1558.3,1559.8,1561.4,1562.9,1564.5,1566
1004,1555.9,1557.6,1559.2,1560.7,1562.2,1563.7,1565.3,1566.8
1005,1556.8,1558.5,1560.1,1561.6,1563.1,1564.6,1566.1,1567.6
1006,1557.8,1559.4,1561,1562.5,1564,1565.5,1566.9,1568.4
1007,1558.7,1560.4,1561.9,1563.4,1564.9,1566.3,1567.8,1569.2
1008,1559.6,1561.3,1562.8,1564.3,1565.8,1567.2,1568.6,1570
1009,1560.5,1562.2,1563.7,1565.2,1566.6,1568.1,1569.4,1570.8
1010,1561.5,1563.1,1564.6,1566,1567.5,1568.9,1570.3,1571.6
1011,1562.4,1563.9,1565.4,1566.9,1568.3,1569.8,1571.1,1572.4
1012,1563.3,1564.8,1566.3,1567.8,1569.2,1570.6,1571.9,1573.2
1013,1564.2,1565.7,1567.2,1568.6,1570,1571.4,1572.7,1574
1014,1565.1,1566.6,1568,1569.5,1570.9,1572.2,1573.5,1574.8
1015,1565.9,1567.4,1568.9,1570.3,1571.7,1573.1,1574.3,1575.6
1016,1566.8,1568.3,1569.7,1571.2,1572.5,1573.9,1575.1,1576.3
1017,1567.6,1569.2,1570.6,1572,1573.4,1574.7,1575.9,1577.1
1018,1568.4,1570,1571.4,1572.8,1574.2,1575.5,1576.7,1577.9
1019,1569.3,1570.8,1572.3,1573.6,1575,1576.3,1577.5,1578.6
1020,1570.1,1571.6,1573.1,1574.5,1575.8,1577.1,1578.3,1579.4
1021,1570.9,1572.4,1573.9,1575.3,1576.6,1577.8,1579,1580.1
1022,1571.7,1573.2,1574.7,1576.1,1577.4,1578.6,1579.8,1580.8
1023,1572.5,1574,1575.5,1576.9,1578.2,1579.4,1580.5,1581.4
1024,1573.3,1574.8,1576.2,1577.7,1578.9,1580.1,1581.3,1582.1
1025,1574.1,1575.5,1577,1578.4,1579.7,1580.9,1582,1582.8
1026,1574.8,1576.3,1577.8,1579.2,1580.5,1581.7,1582.7,1583.4
1027,1575.6,1577.1,1578.5,1579.9,1581.2,1582.4,1583.5,1584.1
1028,1576.4,1577.8,1579.3,1580.6,1581.9,1583.1,1584.1,1584.7
1029,1577.1,1578.6,1580,1581.4,1582.7,1583.9,1584.7,1585.3
1030,1577.9,1579.3,1580.7,1582.1,1583.4,1584.6,1585.4,1586
1031,1578.6,1580.1,1581.5,1582.8,1584.1,1585.2,1586,1586.6
1032,1579.3,1580.8,1582.2,1583.5,1584.8,1585.9,1586.7,1587.2
1033,1580.1,1581.5,1582.9,1584.2,1585.4,1586.6,1587.3,1587.8
1034,1580.8,1582.2,1583.6,1584.9,1586.1,1587.2,1587.8,1588.4
1035,1581.5,1582.9,1584.3,1585.6,1586.8,1587.8,1588.4,1589
1036,1582.2,1583.6,1585,1586.3,1587.4,1588.4,1589,1589.6
1037,1582.9,1584.3,1585.7,1586.9,1588.1,1588.9,1589.6,1590.2
1038,1583.6,1585,1586.3,1587.6,1588.7,1589.5,1590.1,1590.7
1039,1584.3,1585.7,1587,1588.2,1589.4,1590.1,1590.7,1591.3
1040,1585,1586.4,1587.7,1588.9,1590,1590.6,1591.2,1591.8
1041,1585.7,1587,1588.3,1589.5,1590.5,1591.1,1591.8,1592.3
1042,1586.4,1587.7,1589,1590.1,1591.1,1591.7,1592.3,1592.8
1043,1587,1588.4,1589.6,1590.7,1591.6,1592.2,1592.8,1593.3
1044,1587.7,1589,1590.2,1591.4,1592.1,1592.7,1593.3,1593.8
1045,1588.3,1589.6,1590.8,1592,1592.6,1593.3,1593.8,1594.3
1046,1589,1590.3,1591.4,1592.5,1593.2,1593.8,1594.3,1594.8
1047,1589.6,1590.9,1592,1593.1,1593.7,1594.3,1594.8,1595.3
1048,1590.2,1591.5,1592.6,1593.6,1594.2,1594.8,1595.3,1595.8
1049,1590.8,1592.1,1593.2,1594.1,1594.7,1595.2,1595.8,1596.4
1050,1591.4,1592.7,1593.8,1594.6,1595.2,1595.7,1596.2,1597
1051,1592,1593.2,1594.4,1595.1,1595.6,1596.2,1596.7,1597.6
1052,1592.6,1593.8,1594.9,1595.5,1596.1,1596.7,1597.1,1598.1
1053,1593.1,1594.4,1595.4,1596,1596.6,1597.1,1597.6,1598.7
1054,1593.6,1594.9,1595.9,1596.5,1597,1597.6,1598.1,1599.3
1055,1594.1,1595.4,1596.3,1596.9,1597.5,1598,1598.6,1599.8
1056,1594.7,1595.9,1596.8,1597.4,1597.9,1598.4,1599.2,1600.4
1057,1595.2,1596.4,1597.2,1597.8,1598.4,1598.8,1599.7,1600.9
1058,1595.7,1596.8,1597.6,1598.3,1598.8,1599.2,1600.2,1601.4
1059,1596.1,1597.3,1598,1598.6,1599.2,1599.6,1600.8,1602
1060,1596.6,1597.7,1598.3,1599,1599.6,1600.1,1601.3,1602.5
1061,1597.1,1598,1598.7,1599.4,1600,1600.6,1601.8,1603
1062,1597.6,1598.4,1599.1,1599.7,1600.3,1601.1,1602.3,1603.5
1063,1598,1598.8,1599.4,1600.1,1600.6,1601.6,1602.8,1604
1064,1598.5,1599.1,1599.8,1600.4,1600.9,1602.1,1603.3,1604.6
1065,1598.9,1599.5,1600.1,1600.7,1601.2,1602.5,1603.8,1605.1
1066,1599.4,1599.8,1600.5,1601.1,1601.7,1602.9,1604.2,1605.6
1067,1599.8,1600.3,1600.8,1601.4,1602.1,1603.4,1604.7,1605.9
1068,1600.2,1600.7,1601.1,1601.7,1602.5,1603.8,1605.1,1606.3
1069,1600.7,1601.1,1601.5,1602,1602.9,1604.2,1605.5,1606.6
1070,1601.1,1601.5,1601.9,1602.2,1603.3,1604.6,1606,1606.9
1071,1601.5,1601.9,1602.2,1602.5,1603.7,1605,1606.4,1607.1
1072,1601.9,1602.3,1602.6,1603,1604.1,1605.4,1606.8,1607.4
1073,1602.4,1602.7,1603,1603.5,1604.5,1605.8,1607,1607.6
1074,1602.7,1603.1,1603.3,1604,1605,1606.2,1607.3,1607.9
1075,1603.1,1603.5,1603.7,1604.4,1605.5,1606.6,1607.6,1608.1
1076,1603.4,1603.8,1604.1,1604.9,1605.9,1607.1,1607.8,1608.3
1077,1603.7,1604.1,1604.4,1605.4,1606.4,1607.6,1608,1608.5
1078,1604,1604.4,1604.9,1605.8,1606.8,1607.9,1608.3,1608.6
1079,1604.3,1604.7,1605.3,1606.3,1607.3,1608.3,1608.6,1608.7
1080,1604.5,1604.9,1605.6,1606.8,1607.8,1608.6,1608.9,1608.9
1081,1604.8,1605.2,1606,1607.1,1608.3,1608.9,1609.1,1609.2
1082,1605,1605.4,1606.4,1607.5,1608.7,1609.2,1609.4,1609.4
1083,1605.2,1605.6,1606.7,1607.9,1609.1,1609.5,1609.6,1609.6
1084,1605.4,1605.9,1607.1,1608.2,1609.4,1609.8,1609.8,1609.8
1085,1605.6,1606.2,1607.4,1608.6,1609.6,1610,1610,1610
1086,1605.9,1606.6,1607.7,1608.9,1609.8,1610.1,1610.3,1610.1
1087,1606,1606.9,1608,1609.2,1610,1610.3,1610.4,1610.3
1088,1606.2,1607.2,1608.3,1609.5,1610.1,1610.4,1610.4,1610.4
1089,1606.4,1607.5,1608.6,1609.8,1610.2,1610.4,1610.5,1610.5
1090,1606.7,1607.8,1608.9,1610,1610.4,1610.3,1610.5,1610.5
1091,1607,1608.1,1609.2,1610.1,1610.5,1610.6,1610.6,1610.6
1092,1607.3,1608.4,1609.5,1610.3,1610.5,1610.6,1610.6,1610.6
1093,1607.6,1608.6,1609.8,1610.4,1610.6,1610.6,1610.6,1610.6
1094,1607.9,1608.9,1610.1,1610.5,1610.6,1610.7,1610.7,1610.7
1095,1608.1,1609.2,1610.1,1610.6,1610.7,1610.7,1610.7,1610.7
1096,1608.4,1609.4,1610.4,1610.7,1610.7,1610.7,1610.7,1610.7
1097,1608.7,1609.6,1610.5,1610.7,1610.8,1610.8,1610.8,1610.8
1098,1608.8,1610,1610.6,1610.8,1610.8,1610.8,1610.8,1610.8
1099,1609.1,1610.4,1610.7,1610.8,1610.8,1610.8,1610.8,1610.9
1100,1609.5,1610.5,1610.8,1610.9,1610.9,1610.9,1610.9,1610.9
1101,1609.7,1610.6,1610.9,1610.9,1610.9,1610.9,1610.9,1610.9
1102,1610,1610.7,1610.9,1610.9,1610.9,1610.9,1611,1611
1103,1610.2,1610.8,1611,1611,1611,1611,1611,1611
1104,1610.5,1610.9,1611,1611,1611,1611,1611,1611
1105,1610.7,1611,1611,1611.1,1611.1,1611.1,1611.1,1611.1
1106,1610.8,1611.1,1611.1,1611.1,1611.1,1611.1,1611.1,1611.1
1107,1610.9,1611.1,1611.1,1611.1,1611.1,1611.1,1611.1,1611.1
1108,1611,1611.1,1611.2,1611.2,1611.2,1611.2,1611.2,1611.2
1109,1611.1,1611.2,1611.2,1611.2,1611.2,1611.2,1611.2,1611.2
1110,1611.2,1611.2,1611.2,1611.2,1611.2,1611.2,1611.2,1611.2
1111,1611.2,1611.3,1611.3,1611.3,1611.3,1611.3,1611.3,1611.3
1112,1611.3,1611.3,1611.3,1611.3,1611.3,1611.3,1611.3,1611.3
1113,1611.3,1611.3,1611.3,1611.3,1611.3,1611.3,1611.3,1611.3
1114,1611.4,1611.4,1611.4,1611.4,1611.4,1611.4,1611.4,1611.4
1115,1611.4,1611.4,1611.4,1611.4,1611.4,1611.4,1611.4,1611.4
1116,1611.5,1611.4,1611.4,1611.4,1611.4,1611.4,1611.4,1611.5
1117,1611.5,1611.5,1611.5,1611.5,1611.5,1611.5,1611.5,1611.5
1118,1611.5,1611.5,1611.5,1611.5,1611.5,1611.5,1611.5,1611.5
1119,1611.6,1611.6,1611.6,1611.6,1611.6,1611.3,1611.3,1611.6
1120,1611.6,1611.6,1611.6,1611.3,1611.4,1611.4,1611.4,1611.4
1121,1611.7,1611.6,1611.4,1611.4,1611.4,1611.4,1611.4,1611.4
1122,1611.4,1611.5,1611.5,1611.5,1611.5,1611.5,1611.5,1611.5
1123,1611.5,1611.5,1611.5,1611.5,1611.5,1611.5,1611.5,1611.5
1124,1611.6,1611.6,1611.6,1611.6,1611.6,1611.6,1611.6,1611.6
1125,1611.6,1611.6,1611.6,1611.6,1611.6,1611.6,1611.6,1611.6
1126,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7
1127,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.7,1611.8
1128,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8
1129,1611.8,1611.8,1611.8,1611.8,1611.8,1611.8,1611.9,1611.9
1130,1611.9,1611.9,1611.9,1611.9,1611.9,1611.9,1611.9,1611.9
1131,1611.9,1611.9,1611.9,1611.9,1611.9,1611.9,1612,1612
1132,1612,1612,1612,1612,1612,1612,1612,1612
1133,1612.1,1612,1612,1612,1612,1612.1,1612.1,1612.1
1134,1612.1,1612.1,1612.1,1612.1,1612.1,1612.1,1612.1,1612.1
1135,1612.2,1612.1,1612.1,1612.1,1612.1,1612.2,1612.2,1612.2
1136,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2,1612.2
1137,1612.3,1612.2,1612.2,1612.2,1612.2,1612.3,1612.3,1612.3
1138,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3,1612.3
1139,1612.3,1612.3,1612.3,1612.3,1612.3,1612.4,1612.4,1612.4
1140,1612.4,1612.4,1612.4,1612.4,1612.4,1612.4,1612.4,1612.4
1141,1612.4,1612.4,1612.4,1612.4,1612.4,1612.4,1612.5,1612.5
1142,1612.5,1612.5,1612.5,1612.5,1612.5,1612.5,1612.5,1612.5
1143,1612.5,1612.5,1612.5,1612.5,1612.5,1612.5,1612.5,1612.6
1144,1612.6,1612.6,1612.6,1612.6,1612.6,1612.6,1612.6,1612.6
1145,1612.6,1612.6,1612.6,1612.6,1612.6,1612.6,1612.6,1612.6
1146,1612.7,1612.7,1612.7,1612.7,1612.7,1612.7,1612.7,1612.7
1147,1612.7,1612.7,1612.7,1612.7,1612.7,1612.7,1612.7,1612.7
1148,1612.7,1612.7,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8
1149,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8
1150,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8
1151,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8
1152,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8
1153,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
