level,trim_-5.0,trim_-4.5,trim_-4.0,trim_-3.5,trim_-3.0,trim_-2.5,trim_-2.0,trim_-1.5,trim_-1.0,trim_-0.5,trim_0.0,trim_0.5,trim_1.0,trim_1.5,trim_2.0
61,47.67,39.28,31.279999999999998,23.89,15.89,9.11,2.330000000000002,-3.84,-8.18,-7.42,0.0,24.12,49.46,77.02,105.19
62,47.14,38.76,30.759999999999998,23.38,15.379999999999999,8.620000000000001,1.860000000000003,-4.280000000000001,-8.559999999999999,-7.640000000000001,0.0,24.04,49.32,76.84,104.98
63,46.61,38.24,30.240000000000002,22.869999999999997,14.869999999999997,8.129999999999999,1.3900000000000006,-4.719999999999999,-8.940000000000001,-7.859999999999999,0.0,23.96,49.18,76.66,104.77
64,46.08,37.72,29.72,22.36,14.36,7.640000000000001,0.9200000000000017,-5.16,-9.32,-8.08,0.0,23.88,49.04,76.48,104.56
65,45.55,37.199999999999996,29.199999999999996,21.85,13.850000000000001,7.150000000000002,0.45000000000000284,-5.600000000000001,-9.7,-8.3,0.0,23.8,48.9,76.3,104.35
66,45.019999999999996,36.68,28.68,21.339999999999996,13.339999999999996,6.660000000000004,-0.019999999999999574,-6.039999999999999,-10.080000000000002,-8.52,0.0,23.72,48.76,76.12,104.14
67,44.489999999999995,36.16,28.159999999999997,20.83,12.829999999999998,6.170000000000002,-0.48999999999999844,-6.48,-10.46,-8.74,0.0,23.64,48.62,75.94,103.93
68,43.96,35.64,27.64,20.32,12.32,5.68,-0.9599999999999973,-6.920000000000002,-10.84,-8.96,0.0,23.56,48.48,75.76,103.72
69,43.43,35.12,27.119999999999997,19.810000000000002,11.810000000000002,5.189999999999998,-1.4299999999999997,-7.359999999999999,-11.219999999999999,-9.18,0.0,23.48,48.34,75.58,103.51
70,42.9,34.6,26.6,19.299999999999997,11.299999999999997,4.700000000000003,-1.8999999999999986,-7.800000000000001,-11.600000000000001,-9.4,0.0,23.4,48.2,75.4,103.3
71,42.37,34.08,26.08,18.79,10.79,4.210000000000001,-2.3699999999999974,-8.239999999999998,-11.98,-9.62,0.0,23.32,48.06,75.22,103.09
72,41.839999999999996,33.56,25.560000000000002,18.28,10.280000000000001,3.719999999999999,-2.8399999999999963,-8.68,-12.36,-9.84,0.0,23.240000000000002,47.92,75.04,102.88
73,41.309999999999995,33.04,25.04,17.769999999999996,9.769999999999996,3.230000000000004,-3.309999999999995,-9.119999999999997,-12.740000000000002,-10.059999999999999,0.0,23.16,47.78,74.86,102.67
74,40.78,32.519999999999996,24.519999999999996,17.259999999999998,9.259999999999998,2.740000000000002,-3.780000000000001,-9.560000000000002,-13.120000000000001,-10.280000000000001,0.0,23.08,47.64,74.68,102.46000000000001
75,40.25,32.0,24.0,16.75,8.75,2.25,-4.25,-10.0,-13.5,-10.5,0.0,23.0,47.5,74.5,102.25
76,39.72,31.479999999999997,23.479999999999997,16.240000000000002,8.240000000000002,1.759999999999998,-4.719999999999999,-10.439999999999998,-13.879999999999999,-10.719999999999999,0.0,22.92,47.36,74.32,102.04
77,39.19,30.96,22.96,15.729999999999997,7.729999999999997,1.2700000000000031,-5.189999999999998,-10.880000000000003,-14.260000000000002,-10.940000000000001,0.0,22.84,47.22,74.14,101.83
78,38.66,30.439999999999998,22.439999999999998,15.219999999999999,7.219999999999999,0.7800000000000011,-5.659999999999997,-11.32,-14.64,-11.16,0.0,22.759999999999998,47.08,73.96000000000001,101.62
79,38.129999999999995,29.92,21.92,14.71,6.710000000000001,0.28999999999999915,-6.1299999999999955,-11.759999999999998,-15.02,-11.379999999999999,0.0,22.68,46.94,73.78,101.41
80,37.599999999999994,29.4,21.4,14.200000000000003,6.200000000000003,-0.20000000000000284,-6.599999999999994,-12.200000000000003,-15.399999999999999,-11.600000000000001,0.0,22.6,46.8,73.6,101.2
81,37.07,28.879999999999995,20.879999999999995,13.689999999999998,5.689999999999998,-0.6899999999999977,-7.07,-12.64,-15.780000000000001,-11.82,0.0,22.52,46.66,73.42,100.99000000000001
82,36.54,28.36,20.36,13.18,5.18,-1.1799999999999997,-7.539999999999999,-13.079999999999998,-16.16,-12.04,0.0,22.439999999999998,46.519999999999996,73.24,100.78
83,36.01,27.839999999999996,19.839999999999996,12.670000000000002,4.670000000000002,-1.6700000000000017,-8.009999999999998,-13.520000000000003,-16.54,-12.260000000000002,0.0,22.36,46.379999999999995,73.06,100.57
84,35.48,27.32,19.32,12.159999999999997,4.159999999999997,-2.1599999999999966,-8.479999999999997,-13.96,-16.92,-12.48,0.0,22.28,46.239999999999995,72.88,100.36
85,34.949999999999996,26.799999999999997,18.799999999999997,11.649999999999999,3.6499999999999986,-2.6499999999999986,-8.949999999999996,-14.399999999999999,-17.299999999999997,-12.7,0.0,22.2,46.1,72.7,100.15
